Windfarm Id,Name,OtherNames,Country Name,Windfarm Status,Round/Category,Region,Comments,Website,Most Recent Lifecycle Event,Offshore Construction Starts,Submit Consent Application,Financial Close,First Power,Estimated COD,COD,Owners,Developers,Operators,Capacity MW (Max),Num Turbines (Max),Total # of Turbines,Turbine Description,# of Turbine 1,Turbine 1 OEM,Turbine 1 Model,Turbine 1 Estimated,Turbine 1 Drive Train,Turbine 1 Capacity MW,TotalTurbine 1 HeightM,HubHeight 1 M,RotorDiam 1 M,# of Turbine 2,Turbine 2 OEM ,Turbine 2 Model,Turbine 2 Estimated,Turbine 2 Drive Train,Turbine 2 Capacity MW,TotalTurbine 2 Height,HubHeight 2 ,RotorDiam 2 M,Others,Foundation Description,Total # of Foundations,# of Foundation 1,FoundationType 1,Foundation Tech 1,# of Foundation 2,Foundation Type 2,Foundation Tech 2,Foundation Comments,CAPEX,ProjectCost Mill,ProjectCost Currency,WaterDepthM (Min),WaterDepthM (Max),DevDepthM (Min),DevDepthM (Max),DistanceFrom ShoreQuoted,DistanceFrom ShoreAuto,WindSpeed1m (m/s),AreaSqKm,Lat,Lon,Sea Name,GeoRegion,Estimated Location,Installation Base,Ops and Maintenance,NumOffshore Substations,SharedPlatformType,GridConnection Point,LandingPoint,AC_NumCables,AC_AverageLengthCableKm,AC_AdditionalRequirementsKm,AC_NominalVoltageKV,AC_MaximumVoltageKV,AC_SectionMM2,DC_NumCables,DC_AverageLengthCableKm,DC_AdditionalRequirementsKm,DC_NominalVoltageKV,DC_MaximumVoltageKV,DC_SectionMM2,ExportCableComments,CableLengthKm,NominalVoltageKV_A,MaximumVoltageKV_A,SectionMM2_A,Comments_A,Num Cables,AverageLengthCableKm_O,Comments_O,ExpectedLife Years
UK87,Northern Ireland Tidal Stream Area,,United Kingdom,On Hold/Canceled,Northern Ireland,Northern Ireland,"This area was defined during a Strategic Environmental Assessment (SEA). Further consultation is being undertaken.    In light of the SEA’s findings, the draft ORESAP proposed targets of at least 600 MW offshore wind generating capacity be developed. 300MW will be allocated to this tidal area.",http://www.offshorenergyni.co.uk,01 Jan 2017: Estimated Installation Start before the project was cancelled - Draft Offshore Renewable Energy Strategic Action Plan (ORESAP) 2009-2020 suggests projects could have been installed by 2020.,,,,,,,,"Department of Enterprise, Trade and Investment",,,,0,TBD,,,,,,,,,,,,,,,,,,,,Floating: ,0,,,,,,,,,,,0,276,,,,5,10.67,348.24,55.264,-6.182,Irish Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK2U,Dounreay Trì,,United Kingdom,Approved,Scottish Floating Demonstration,"Scotland, Highland",,http://www.hexicon.eu/dounreay-tri/,"24 Oct 2018: The project website states that the wind farm is 'on hold, but there is strong commitment of the project’s key suppliers to re-start the project and commissioning is planned latest Q1 2020.'    According to Hexicon 'the project is on hold and there is a strong commitment from key suppliers to re-start the project. However, commissioning in Q1 2020 is at this stage highly unlikely. We will try to re-start at the soonest possible, but this will need a bit of work, e.g. aligning a new investor.'    Earlier in 2018 the industry was lobbying for an extension to the RO deadline which has now lapsed, According to Hexicon 'no extension of the RO deadline has been achieved at this stage.'",,19-Oct-16,,,,,Hexicon AB,Dounreay Trì Limited,,10,2,2,H 151-5MW (CSIC Haizhuang Windpower Equipment),2,CSIC Haizhuang Windpower Equipment,H 151-5MW,,Geared,5,201,124,151,,,,,,,,,,,Floating: Semi-Submersible Platform,2,,Floating,Semi-Submersible,,,,Hexicon - Multi turbine floating structure:  Length: approx. 180m  Width: approx. 80m  Full load draught: approx. 15m,GBP 42.7m,GBP,42.7,74,76,60,110,6,9,11.19,24.99,58.652,-3.85,Scottish Continental Shelf (Fair Isle),Europe,NO,,Scrabster,0,,Dounreay,Sandside Bay,1,9.9,,33,,,,,,,,,"The export cable will be between 6-13.8km in length, depending on the final position of the platform within the site. The cable will weigh a maximum of 3.2 tonnes/km. As a worst case scenario, it is assumed that a maximum of 20% (2.8km) of cable may require protection, according to the Envrionmental Statement published to Marine Scotland.",0.18,33,,,A single inter-array cable will connect the two turbines and be built into the floating substructure.,1,0.8,"The onshore cable will be buried to a depth of approximately 1m, subject to the ground conditions.",
UK2O,Poseidon P80 - (DFOWDC),"Floating Power Plant, Dounreay Floating Offshore Wind Development Centre",United Kingdom,On Hold/Canceled,Demonstrator,"Scotland, Highland","The P80 device is based on 12 years of R&D activities including 2 years of offshore testing (grid connected) with the P37 research and demonstration platform, which has now completed. The P80 would measure 80m wide, and consist of a 2.6MW wave energy converter and a 5MW  wind turbine. It would be possible to install the P80 in water depths of 45m and greater.",http://www.floatingpowerplant.com/,01 Aug 2016: Marine Scotland has stated that the Dounreay Floating Offshore Wind  Development Centre (DFOWDC) has withdrawn from the consenting process. DFOWDC may not proceed without proper consent authorisation and therefore Poseidon P80 will not be able to progress with its offshore demonstrator (unless a new project site is identified independent of the DFOWDC).,,,,,,,Floating Power Plant A/S,Floating Power Plant A/S,,5,1,1,TBD,,,,,,5,,,,,,,,,,,,,,Floating: Semi-Submersible Platform,1,,,,,,,,,,,74,74,,,,10,11.19,,58.653,-3.861,Scottish Continental Shelf (Fair Isle),Europe,NO,,,0,,Dounreay,Dounreay,,,,,,,,,,,,,,,,,,,,,,
UK04,Dudgeon,,United Kingdom,Installed,Round 2,"England, East of England","Project will initially use a Service Operations Vessel (SOV) for O&M which will be in the field for a month at a time, with technicians working two weeks on and two off. The SOV will be needed in 2016, possibly earlier if used in construction. After four to five years Statoil will switch to a single fast 45 knot vessel.    Dudgeon will be part of Ofgem's Tender Round 5, expected to launch later in 2016, with regards to the sale of its offshore transmission assets once constructed.    Rune Rønvik stated at Offshore Wind Week 2016 that the project is on track to enforce 40% UK content.",http://dudgeonoffshorewind.co.uk/,05 Nov 2018: TC Dudgeon OFTO plc (part of Transmission Capital Partners) has been granted the offshore transmission licence by ofgem under regulation 29(5) of the Tender Regulations (2015).    Ofgem published the final assessment costs to be paid to the Developer by the OFTO for the transmission assets. The final value was £297.9m.,20-Mar-16,12-Jun-09,1-Jul-14,2017,0,2017,"Equinor ASA (previously Statoil ASA),Masdar,China Resources (Holdings) Company Limited.,China Resources (Holdings) Company Limited.",Dudgeon Offshore Wind Ltd,Equinor ASA (previously Statoil ASA),402,67,67,SWT-6.0-154 (Siemens),,Siemens,SWT-6.0-154,,Direct Drive,6,187,110,154,,,,,,,,,,,Grounded: Monopile,67,,Grounded,Monopile,,,,The monopiles will vary between 60-78m in length and weigh between 600-1000t. The monopile foundations have a diameter of 7.0-7.4m.,GBP 1500m,GBP,1500,11.5,23.5,18,27,35,38,9.21,55.13,53.265,1.381,"North Sea, Southern North Sea (Humber)",Europe,NO,Port of Vlissingen (39 MP/TP),Great Yarmouth,1,,Necton 400kV Substation,Weybourne,2,42,0,132,,,,,,,,,,95,33,,,Both 185mm2 and 500mm2 cables.,9,47.6,"3 x 3 cables in trench - Dunham first choice, Necton second choice for substation",25
UK4G,Dudgeon Extension,,United Kingdom,Planning,2017 Extension Opportunity,"England, East of England",,,"04 Oct 2018: The Crown Estate has completed its assessment of received applications for extensions to offshore wind farms.  Subject to the outcome of a plan level Habitats Regulations Assessment, The Crown Estate intends to grant rights to extend the following offshore wind projects:  Sheringham Shoal offshore wind farm (extension of up to 317MW).  Dudgeon offshore wind farm (extension of up to 402MW).  Race Bank offshore wind farm (extension of up to 573MW).  Greater Gabbard offshore wind farm (extension of up to 504MW).  Galloper offshore wind farm (extension of up to 353MW).  Rampion offshore wind farm (extension of up to 400MW).  Gwynt y Môr offshore wind farm (extension of up to 576MW).    It is anticipated that the plan level Habitats Regulations Assessment will be completed by summer 2019.     The Crown Estate issued a notice on 7 February 2017 setting out the application criteria for offshore wind project extensions. A further notice was issued on 11 August 2017 amending one of the application eligibility criteria.    The deadline for submission of applications was 31 May 2018.",,,,,,,"Equinor ASA (previously Statoil ASA),Masdar",,,402,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,Grounded,,,,,,,,,10.6,31,,,,39,9.17,104.63,53.279,1.374,"North Sea, Southern North Sea (Humber)",Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK64,East Anglia ONE,"East Anglia Array, Zone 5, Norfolk, EA ONE",United Kingdom,Under Construction,Round 3,"England, East of England","The EA zone has favourable conditions including relatively low water depths, convenient location near demand centres and good wind conditions .    The project supply chain plans references plans to use a small area (three to five turbine locations) of the EA1 Project as a demonstration site for turbines and foundations.",http://www.scottishpowerrenewables.com/pages/east_anglia.asp,03 Jan 2019: National Grid will provide the first 129MW grid connection to be available by January 2019.,11-Apr-18,21-Nov-12,24-Feb-16,2019,,2019,ScottishPower Renewables,East Anglia One Limited,,714,102,102,SWT-7.0-154 (Siemens Gamesa),,Siemens Gamesa,SWT-7.0-154,,Direct Drive,7,197,120,154,,,,,,,,,,,Grounded: Jacket (Piled),102,,Grounded,Jacket,,,,Three legged jacket foundations.  Jacket weight: 850 tons.  Height: 62.6 m.  Footprint: 27 x 27 m.  Weight piles: 360 tons.,GBP 2600m,GBP,2600,29.5,41,30.5,42,45.4,55,9.73,204.96,52.226,2.494,"North Sea, Southern North Sea (Thames)",Europe,NO,"Great Yarmouth (Wind turbine pre-assembly and marshalling), BOW Terminal Vlissingen for foundations",Lowestoft (includes construction management),1,,"Bramford 400kV, NW of Ipswich",Between the Bawdsey Martello Tower and Bawdsey Manor,2,85,15,220,,,,,,,,,"Two 220kV HVAC offshore export cables. The cables will be buried 50m apart, with a 250m outer protection on either side (550m corridor in total). Therefore there will be two trenches. There will also be two cables joining the offshore substations.",122,66,,,102 array cables,6,37,"Up to six 220kV HVAC underground cables. The six cables will be laid in two circuits of three cables, in two separate trenches.    Siemens will be providing 66kV array cables as part of their new option to provide their direct drive turbines, 66kV array cables, transformers and switchgear.",30
UK2Q,East Anglia ONE North,,United Kingdom,Planning,Round 3,"England, East of England",It is estimated the maximum wind turbine tip height used would be 300m,https://www.scottishpowerrenewables.com/pages/east_anglia_one_north.aspx,"12 Nov 2018: update: the Consultation Phas 3.5 was extended by a further two weeks and will conclude on 12th November.    Scottish Power Renewables (SPR) has added consultation phase (Phase 3.5) for investigating the potential of locating the onshore substations for project on the Sizewell Estate land (known as Broom Covert, Sizewell), as an alternative to the site north of Friston (known as Grove Wood, Friston). Phase 3.5 will run from 29th of September until 29th of October 2018.",1-Jan-25,31-Dec-19,,,,,ScottishPower Renewables,East Anglia Offshore Wind Ltd,,800,67,67,TBD,,,,,,19,,,250,,,,,,,,,,,Grounded: ,67,,Grounded,,,,,"Several foundation types are currently being considered for use, these are: 3 or 4-leg jackets on piles; 3 or 4-leg jackets on suction caissons; Gravity base structures; Suction caissons; and Monopiles.",GBP 2000m,GBP,2000,32,59,,,36,47,9.73,205.84,52.372,2.43,"North Sea, Southern North Sea (Thames)",Europe,NO,,,2,,In the vicinity of Sizewell/Leiston.,,3,60,10,220,,,,,,,,,,,,,,,,,,
UK66,East Anglia THREE,"East Anglia Array, Zone 5, Norfolk, EA THREE",United Kingdom,Approved,Round 3,"England, East of England","There is the possibility of interconnector cables between different East Anglia projects. The export route to shore will need to carry the power a total of 190km, meaning standard HVAC technology will not be suitable. During October 2016, ScottishPower Renewables ruled out the possibility of conventional HVAC as additional onshore infrastructure (such as reactive compensation equipment) would be required, which carries an extensive footprint that is not desirable for East Anglia THREE. In December 2017 SP confirmed that they would be implementing HVDC technology.",http://www.scottishpowerrenewables.com/pages/east_anglia.asp,"26 Feb 2018: Offshore Wind Consultants Limited (OWC) completed a contract for the provision of support covering a site investigation, preliminary foundation analysis, risk appraisal and turbine layout assessment. OWC carried out an assessment of the layout constraints and assisted with the development of the overall layout of the wind turbine generators while considering a number of variables including bathymetry, soil conditions, seabed mobility, foundation type and foundation installation.",1-Jan-22,18-Nov-15,1-Jul-20,2025,,2025,ScottishPower Renewables,East Anglia Offshore Wind Ltd,,1200,172,172,TBD,,,,,,12,247,135.5,220,,,,,,,,,,,Grounded: ,172,,Grounded,,,,,"A number of design are being considered some of those designs are jackets on piles (or suction buckets), tripods on piles ( or suction buckets), gravity based, suction caissons and monopiles.",GBP 3500m,GBP,3500,24.5,48,35,45,74,74,9.57,301.42,52.664,2.846,"North Sea, Southern North Sea (Humber/Thames)",Europe,NO,,,3,,Bramford 400kV substation,"Bawdsey, Suffolk (same as East Anglia One, and same onshore cable route)",,,,,,,3,128,115,275,400,,"Up to four cables to connect the project to shore; up to four cables to connect to EA1, totalling around 200km and three cables to connect the offshore substations to each other totalling around 15km. Best estimates are shown in the design.",350,,75,,,4,37,Up to 4 onshore underground cables,25
UK39,East Anglia TWO,"East Anglia Array, Zone 5, Norfolk, EA TWO",United Kingdom,Planning,Round 3,"England, East of England", It is estimated the maximum wind turbine tip height used would be 300m,http://www.scottishpowerrenewables.com/pages/east_anglia.asp,"12 Nov 2018: update: the Consultation Phas 3.5 was extended by a further two weeks and will conclude on 12th November.    Scottish Power Renewables (SPR) is added consultation phase (Phase 3.5) for investigating the potential of locating the onshore substations for project on the Sizewell Estate land (known as Broom Covert, Sizewell), as an alternative to the site north of Friston (known as Grove Wood, Friston). Phase 3.5 will run from 29th of September until 29th of October 2018.",1-Jun-24,31-Dec-19,,,,,ScottishPower Renewables,East Anglia Offshore Wind Ltd,,900,75,75,TBD,,,,,,19,425,300,250,,,,,,,,,,,Grounded: ,75,,Grounded,,,,,"Several foundation types are currently being considered for use, these are: 3 or 4-leg jackets on piles; 3 or 4-leg jackets on suction caissons; Gravity base structures; Suction caissons; and Monopiles.",GBP 2000m,GBP,2000,30.5,73,32,40,54.41,39,9.71,255.45,52.147,2.2,"North Sea, Southern North Sea (Thames)",Europe,NO,,,2,,In the vicinity of Sizewell/Leiston.,,2,88.49,15,220,,,,,,,,,,,,,,,,,,
UK2W,Floating Power Plant - Dyfed Floating Energy Park,,United Kingdom,Planning,,Wales,"DP Energy and Floating Power Plant are developing sites in the south of Wales, north of Scotland and Ireland.     Floating Power Plant P80 platform can support a 5-8MW wind turbine plus a 2-3.6MW of wave energy converter.    Initial converter platform will have a total capacity of 7.6MW.      The projects will be developed in stages in order to mitigate the risks associated with the novel technology.    Consenting and Licensing in 2 stages  5 Units - 35MW  28 Units - 200MW    Construction planned in 3 stages  Single unit, for technology validation and certification  4 additional units, providing a commercial return  23 additional units, full scale commercial farm",http://www.floatingpowerplant.com/,12 May 2017: Announcement by DP Energy and Floating Power Plant that they have added a project in Ireland to be developed along with their  Welsh and Scottish projects.,,,,,,,"Floating Power Plant A/S,DP Energy Ireland Ltd",Dyfed Floating Energy Ltd,,224,28,28,TBD,,,,,,8,,,,,,,,,,,,,,Floating: Semi-Submersible Platform,28,,Floating,Semi-Submersible,,,,Floating Power Plant P80  supports a 5-8MW turbine plus 2-3.6MW of wave power,,,,,,,,,,9.97,,51.391,-5.163,North Atlantic,Europe,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
